event_id,timestamp,src_node,dst_node,edge_type,channel,amount,device_fingerprint,src_label,dst_label,is_fraud_edge
2212,384,2318316,149548,4,web,71.43,dev_269735,2,0,0
2213,384,807736,2088977,5,merchant_api,15.0,dev_230444,3,2,0
2214,385,310416,1259175,5,wallet,33.03,dev_965061,3,2,0
2215,385,3144675,234532,5,wallet,74.87,dev_873651,2,3,0
2216,385,1917885,1354004,6,bank_app,8.18,dev_895639,3,3,0
2217,385,3030707,958721,4,merchant_api,32.44,dev_732645,0,3,0
2218,385,965538,110669,4,merchant_api,28.97,dev_861122,0,3,0
2219,385,824126,211504,6,bank_app,37.4,dev_790242,0,3,0
2220,385,3144876,733856,4,merchant_api,103.05,dev_953514,2,2,0
2221,385,3145173,1717087,6,bank_app,8.03,dev_659932,2,3,0
2222,385,1251950,2543621,5,wallet,40.97,dev_112574,0,0,0
2223,385,2290705,2312827,4,merchant_api,85.49,dev_439880,0,0,0
2224,385,1395763,2700785,4,merchant_api,28.57,dev_901981,0,0,0
2225,386,3094547,2213177,4,wallet,29.85,dev_694037,0,2,0
2226,386,1110961,92523,4,wallet,49.23,dev_576156,0,3,0
2227,386,2237431,454187,6,qr_pay,36.25,dev_290515,0,2,0
2228,386,3144729,3302,9,wallet,57.06,dev_886124,2,0,0
2229,386,1057190,664012,1,qr_pay,44.04,dev_341090,0,0,0
2230,386,3146999,2825742,4,wallet,13.96,dev_592858,2,3,0
2231,386,2001248,14839,5,bank_app,59.81,dev_687011,3,3,0
2232,386,2270189,455905,6,qr_pay,75.95,dev_451949,0,0,0
2233,386,600927,3146453,6,qr_pay,31.42,dev_560772,0,0,0
2234,387,2515330,3016561,4,bank_app,8.8,dev_817926,0,2,0
2235,387,2131237,1766813,5,qr_pay,22.13,dev_960368,2,3,0
2236,387,3148327,903251,5,qr_pay,29.22,dev_046131,3,0,0
2237,387,3146836,1743370,10,qr_pay,8.76,dev_869069,2,3,0
2238,387,3148856,1039442,3,wallet,22.55,dev_406108,3,3,0
2239,387,3010628,3148868,4,bank_app,9.5,dev_146260,3,2,0
2240,387,3147877,2560431,5,qr_pay,42.38,dev_882007,2,2,0
2241,387,707522,542649,4,bank_app,39.23,dev_296357,0,3,0
2242,387,838491,2480948,5,qr_pay,5.58,dev_544803,0,0,0
2243,387,906455,1850600,5,qr_pay,33.66,dev_593332,3,3,0
2244,387,521683,3137437,5,qr_pay,23.32,dev_850598,3,3,0
2245,388,2355565,460002,6,merchant_api,42.3,dev_048844,2,2,0
2246,388,3149059,418944,5,web,17.25,dev_031584,2,3,0
2247,388,255895,3084107,3,bank_app,15.16,dev_809834,3,2,0
2248,388,3150254,1348057,5,web,12.26,dev_309319,0,3,0
2249,388,172579,910486,5,web,15.11,dev_927173,0,0,0
2250,388,1515102,2455513,5,web,24.95,dev_272648,0,2,0
2251,388,2485051,3149788,4,qr_pay,38.6,dev_911951,2,2,0
2252,388,1356833,921861,5,web,20.66,dev_049526,0,0,0
2253,388,1672578,548525,5,web,16.76,dev_528065,3,0,0
2254,388,2056056,1115895,5,web,17.88,dev_357142,0,2,0
2255,388,1862566,2253022,5,web,234.38,dev_713672,0,0,0
2256,388,2903799,1316882,4,qr_pay,16.88,dev_305384,2,3,0
2257,388,113843,376243,6,merchant_api,16.08,dev_942782,0,0,0
2258,388,2565169,3149419,6,merchant_api,515.16,dev_789835,2,2,0
2259,388,3149548,342893,5,web,35.83,dev_950199,3,3,0
2260,388,456121,2867548,5,web,7.09,dev_224368,2,2,0
2261,388,1181851,3149469,4,qr_pay,72.13,dev_395172,0,3,0
2262,388,3149362,2979337,5,web,10.82,dev_559918,2,2,0
2263,389,3152108,2351344,6,wallet,60.23,dev_811747,2,2,0
2264,389,2835800,2073804,6,wallet,21.98,dev_626466,3,2,0
2265,389,3004635,1810169,5,merchant_api,16.51,dev_922248,0,2,0
2266,389,1488347,766562,5,merchant_api,104.4,dev_734767,2,3,0
2267,389,3052196,3117140,5,merchant_api,40.84,dev_074721,3,2,0
2268,389,3042096,3042342,5,merchant_api,58.89,dev_017239,0,3,0
2269,389,2711108,1941315,4,web,49.97,dev_891224,0,3,0
2270,389,1920527,2151693,4,web,22.65,dev_975051,0,2,0
2271,389,819491,303231,5,merchant_api,42.53,dev_854726,0,3,0
2272,389,3151246,2414499,4,web,100.31,dev_366738,3,2,0
2273,389,1472074,852706,5,merchant_api,27.7,dev_855051,0,3,0
2274,389,3097626,2904156,5,merchant_api,124.15,dev_003990,0,2,0
2275,389,2531024,794755,3,qr_pay,67.05,dev_210915,0,0,0
2276,389,2534788,1061383,5,merchant_api,29.69,dev_807976,3,2,0
2277,390,3084458,1926013,5,wallet,30.76,dev_566379,2,3,0
2278,390,1006839,2018202,5,wallet,27.76,dev_086700,2,2,0
2279,390,184945,3044715,6,bank_app,8.62,dev_504161,3,3,0
2280,390,431260,2473064,6,bank_app,24.51,dev_126623,3,2,0
2281,390,324766,1068154,4,merchant_api,41.23,dev_111358,0,0,0
2282,390,1766170,1892664,5,wallet,16.87,dev_463023,0,2,0
2283,390,3153479,425900,5,wallet,33.25,dev_036652,3,2,0
2284,390,693044,1569601,5,wallet,25.01,dev_767613,0,2,0
2285,390,2550143,940046,3,web,62.57,dev_674826,0,3,0
2286,391,3108807,279428,6,qr_pay,48.27,dev_984735,2,0,0
2287,391,1798348,400260,6,qr_pay,30.89,dev_065071,0,2,0
2288,391,3155234,2629928,6,qr_pay,7.76,dev_220606,3,2,0
2289,391,195946,2916175,6,qr_pay,133.17,dev_417774,3,0,0
2290,391,3001395,1714314,5,bank_app,21.59,dev_686364,3,2,0
2291,391,1451745,1685452,4,wallet,31.41,dev_229064,3,3,0
2292,391,3092788,482590,4,wallet,24.82,dev_809070,3,3,0
2293,391,1397588,3097395,4,wallet,21.77,dev_190013,0,2,0
2294,391,1495456,2532431,5,bank_app,98.46,dev_990132,0,2,0
2295,391,947606,2068089,5,bank_app,85.41,dev_859940,0,3,0
2296,391,2989965,1503737,4,wallet,50.4,dev_129516,2,3,0
2297,392,1375959,3156476,5,qr_pay,22.27,dev_489642,3,2,0
2298,392,782914,1046045,4,bank_app,58.98,dev_937394,0,0,0
2299,392,1101188,186077,5,qr_pay,26.22,dev_448427,0,3,0
2300,392,2872516,257941,3,wallet,26.28,dev_006500,0,2,0
2301,393,3155898,1979019,5,web,33.26,dev_693179,2,2,0
2302,393,1803891,946270,4,qr_pay,22.71,dev_760678,0,0,0
2303,393,1075946,128854,5,web,30.79,dev_829721,0,0,0
2304,393,3111578,1558546,5,web,29.48,dev_466602,3,3,0
2305,393,912070,1736226,5,web,42.21,dev_759309,2,0,0
2306,393,3157142,2429437,5,web,14.05,dev_921235,2,3,0
2307,393,1468675,2906070,4,qr_pay,64.02,dev_825365,0,3,0
2308,393,3157836,1965278,6,merchant_api,11.76,dev_216517,2,3,0
2309,393,3157982,2879703,5,web,14.65,dev_458281,2,0,0
2310,393,166773,1901167,6,merchant_api,16.51,dev_681674,3,3,0
2311,394,348141,3047136,5,merchant_api,9.35,dev_768063,0,2,0
2312,394,1359596,298056,5,merchant_api,61.2,dev_057495,3,2,0
2313,394,346028,567772,4,web,14.12,dev_124631,3,2,0
2314,394,2786942,1141327,6,wallet,14.17,dev_457805,3,3,0
2315,394,984959,270754,3,qr_pay,96.53,dev_993706,0,3,0
2316,394,1298594,1582567,6,wallet,15.9,dev_241273,0,2,0
2317,394,363914,3158540,10,merchant_api,20.71,dev_249213,0,0,0
2318,394,604361,3077662,5,merchant_api,9.87,dev_086868,0,2,0
2319,394,1301116,58435,4,web,71.5,dev_202746,3,3,0
2320,394,884979,2353130,3,qr_pay,66.82,dev_616906,0,2,0
2321,394,3059744,2834498,4,web,65.7,dev_366266,2,2,0
2322,394,1849055,1751746,6,wallet,43.11,dev_841976,0,2,0
2323,394,3158826,2212198,5,merchant_api,26.21,dev_793699,2,0,0
2324,394,3158418,950518,2,bank_app,17.96,dev_624705,2,2,0
2325,395,3159656,1639539,6,bank_app,12.76,dev_151934,2,2,0
2326,395,2905189,456700,5,wallet,78.33,dev_161003,0,3,0
2327,395,1928202,291786,4,merchant_api,67.24,dev_236728,3,0,0
2328,395,2666826,1799127,4,merchant_api,18.1,dev_310872,0,0,0
2329,395,3159746,2139593,5,wallet,25.43,dev_908046,2,2,0
2330,395,533056,621770,5,wallet,18.73,dev_511243,0,0,0
2331,395,3160753,1646246,6,bank_app,9.63,dev_092539,2,0,0
2332,395,626164,107251,5,wallet,28.79,dev_534914,2,0,0
2333,395,3160656,324592,5,wallet,16.88,dev_792520,2,0,0
2334,396,3162277,63629,4,wallet,14.34,dev_179746,2,2,0
2335,396,1061692,853162,1,qr_pay,7.02,dev_960448,0,0,0
2336,396,1552948,1466994,4,wallet,8.27,dev_087082,3,0,0
2337,396,1378107,1168008,4,wallet,24.18,dev_503861,3,0,0
2338,396,795684,3122938,5,bank_app,22.72,dev_970259,2,2,0
2339,396,1535223,34318,5,bank_app,11.16,dev_690725,2,1,1
2340,396,2091063,1376870,6,qr_pay,47.74,dev_571988,3,0,0
2341,396,3123233,3106821,10,bank_app,23.13,dev_665813,2,3,0
2342,396,1733625,2924216,5,bank_app,41.23,dev_300717,0,2,0
2343,396,2626342,1583427,5,bank_app,20.81,dev_490959,0,2,0
2344,396,3161134,1665156,5,bank_app,12.08,dev_753831,2,0,0
2345,397,3162394,768269,10,qr_pay,27.19,dev_699234,3,3,0
2346,397,1665270,2464360,6,web,8.53,dev_264236,3,0,0
2347,397,2564498,2035160,5,qr_pay,39.86,dev_537488,2,2,0
2348,397,3076606,1202373,6,web,11.43,dev_463691,3,3,0
2349,397,975569,1371102,5,qr_pay,56.06,dev_886863,0,0,0
2350,397,946363,724629,6,web,19.6,dev_723512,3,0,0
2351,397,3054467,3162967,5,qr_pay,63.83,dev_500606,0,3,0
2352,397,249334,3164375,1,web,9.68,dev_888097,3,2,0
2353,397,1009840,3163686,4,bank_app,18.36,dev_840400,0,2,0
2354,397,3162947,3029892,5,qr_pay,34.56,dev_094474,2,2,0
2355,397,3163118,3121221,1,web,76.21,dev_245717,3,2,0
2356,397,517660,2307645,5,qr_pay,109.94,dev_209588,0,2,0
2357,397,2745780,301096,6,web,27.58,dev_965952,0,3,0
2358,398,1811132,2922512,3,bank_app,163.04,dev_540326,3,2,0
2359,398,2994296,3166763,5,web,18.9,dev_722362,3,0,0
2360,398,2239996,267232,5,web,65.95,dev_577869,2,3,0
2361,398,1280937,816016,4,qr_pay,14.47,dev_156200,3,2,0
2362,398,3165603,2715837,4,qr_pay,49.31,dev_508839,2,3,0
2363,398,746441,529083,4,qr_pay,4.11,dev_400254,0,3,0
2364,399,2310094,1975688,5,merchant_api,8.94,dev_841945,3,2,0
2365,399,3142861,2587876,5,merchant_api,37.34,dev_247201,2,2,0
2366,399,1896676,2291291,3,qr_pay,9.57,dev_101578,3,2,0
2367,399,968302,1593392,6,wallet,39.03,dev_157616,0,0,0
2368,399,1150438,1114218,6,wallet,60.09,dev_312463,3,3,0
2369,399,2281253,552258,3,qr_pay,19.86,dev_534931,0,0,0
2370,399,2455396,960352,6,wallet,11.11,dev_136318,3,2,0
2371,399,3167635,23525,6,wallet,17.34,dev_951393,3,0,0
2372,399,2739114,3001909,1,wallet,11.14,dev_114889,0,3,0
2373,399,325593,776527,4,web,30.84,dev_057497,0,0,0
2374,399,1168927,877498,10,merchant_api,26.89,dev_765457,0,2,0
2375,399,3168649,1041072,5,merchant_api,18.63,dev_078680,2,0,0
2376,399,3168444,2426666,2,bank_app,129.92,dev_934964,2,3,0
2377,400,231944,1617471,6,bank_app,13.91,dev_702741,0,3,0
2378,400,2299577,1168575,5,wallet,85.82,dev_974330,2,2,0
2379,400,2378607,1134076,10,wallet,9.61,dev_194798,0,3,0
2380,400,2677186,452474,9,merchant_api,36.07,dev_067602,3,3,0
2381,400,3170181,503956,5,wallet,71.15,dev_466310,3,2,0
2382,400,139202,688152,4,merchant_api,93.52,dev_786421,0,3,0
2383,400,701465,1071064,5,wallet,16.81,dev_300444,3,2,0
2384,400,3169463,1895427,4,merchant_api,55.68,dev_048053,2,2,0
2385,400,95396,16508,5,wallet,35.84,dev_041538,3,3,0
2386,401,457004,1865858,5,bank_app,15.09,dev_358486,0,2,0
2387,401,2464815,434816,4,wallet,58.81,dev_683218,2,0,0
2388,401,2654326,2844271,6,qr_pay,142.06,dev_968542,0,0,0
2389,401,1022965,2987706,1,qr_pay,40.63,dev_035152,0,0,0
2390,401,2796415,1817970,5,bank_app,40.84,dev_114048,0,0,0
2391,401,2477415,235901,5,bank_app,44.92,dev_856242,0,3,0
2392,401,1430165,1109873,5,bank_app,6.59,dev_008142,0,2,0
2393,401,3170569,3170912,4,wallet,51.12,dev_099622,2,2,0
2394,401,161951,2080785,4,wallet,13.53,dev_781765,2,2,0
2395,401,3171256,3693332,6,qr_pay,15.63,dev_698704,3,2,0
2396,401,3160904,3172465,5,bank_app,171.7,dev_510361,2,0,0
2397,401,1123957,1752833,5,bank_app,19.53,dev_264874,0,2,0
2398,401,2715016,1493069,5,bank_app,12.6,dev_498246,0,2,0
2399,402,398494,302241,5,qr_pay,69.22,dev_439295,0,3,0
2400,402,3156831,3173355,1,web,11.33,dev_733555,0,2,0
2401,402,3172495,1405594,10,qr_pay,16.4,dev_942811,2,0,0
2402,402,582060,2793852,4,bank_app,103.97,dev_183152,3,0,0
2403,402,1749335,698886,4,bank_app,35.11,dev_853992,3,0,0
2404,402,399543,64673,5,qr_pay,6.02,dev_934370,0,3,0
2405,402,3171123,2777802,9,bank_app,55.12,dev_200198,2,0,0
2406,402,2798541,2614130,5,qr_pay,17.17,dev_389140,0,0,0
2407,402,878310,1469974,5,qr_pay,98.09,dev_752041,0,0,0
2408,402,1874225,1489879,5,qr_pay,14.22,dev_249731,3,2,0
2409,402,3172149,2578901,4,bank_app,87.02,dev_689907,2,0,0
2410,403,1874533,861224,4,qr_pay,167.02,dev_425241,0,2,0
2411,403,3176421,780093,5,web,11.41,dev_824360,3,2,0
2412,403,2817741,369023,6,merchant_api,22.33,dev_064108,0,2,0
2413,403,1602501,3147571,4,qr_pay,47.93,dev_603032,3,2,0
2414,403,3070634,3066786,5,web,11.34,dev_058377,2,2,0
2415,403,832509,1865079,5,web,31.29,dev_963800,0,0,0
2416,403,2935515,690875,5,web,20.04,dev_541999,0,3,0
2417,403,887407,88048,4,qr_pay,27.1,dev_383864,3,3,0
2418,403,3176081,2554318,4,qr_pay,35.31,dev_439997,2,2,0
2419,403,2801400,59948,5,web,26.16,dev_840935,3,2,0
2420,403,1281978,1850288,5,web,28.43,dev_539543,0,3,0
2421,403,27632,2667073,6,merchant_api,15.5,dev_205705,0,0,0
2422,403,1155904,889560,4,qr_pay,20.5,dev_660122,0,0,0
2423,403,1490814,3175953,4,qr_pay,30.36,dev_755897,0,2,0
2424,404,1753513,2133381,5,merchant_api,23.56,dev_152255,0,2,0
2425,404,2809962,999752,4,web,22.76,dev_584200,0,2,0
2426,404,988479,728741,4,web,45.22,dev_062521,0,2,0
2427,404,2478348,2737607,4,web,6.6,dev_797669,3,2,0
2428,404,3176595,2911468,1,wallet,13.77,dev_256068,0,0,0
2429,404,3172312,1818207,4,web,26.26,dev_987924,2,0,0
2430,404,1904093,3687256,5,merchant_api,11.35,dev_619714,3,0,0
2431,404,1745733,1921057,5,merchant_api,106.3,dev_104196,0,2,0
2432,404,2294416,1193399,5,merchant_api,24.95,dev_186821,2,3,0
2433,404,1958354,2527960,5,merchant_api,28.76,dev_144804,0,2,0
2434,404,3174788,2350680,9,web,21.87,dev_554659,2,2,0
2435,404,3177419,2644428,6,wallet,26.2,dev_205256,2,2,0
2436,404,998340,2524255,5,merchant_api,8.22,dev_124256,0,0,0
2437,404,2739089,307674,4,web,29.0,dev_035059,3,0,0
2438,404,2128440,156614,4,web,14.54,dev_863410,3,0,0
2439,404,1963777,429545,1,wallet,20.7,dev_467709,2,0,0
2440,404,1580029,1821091,4,web,3.37,dev_040266,0,2,0
2441,404,1503963,1356699,6,wallet,9.63,dev_165329,3,0,0
2442,404,2170962,276498,5,merchant_api,91.61,dev_705643,0,2,0
2443,405,2030250,1479322,6,bank_app,56.11,dev_987911,2,2,0
2444,405,1568934,2410255,5,wallet,80.41,dev_545480,0,2,0
2445,405,2278567,1299342,5,wallet,85.54,dev_339146,0,0,0
2446,405,3119045,3096208,6,bank_app,48.7,dev_635927,2,3,0
2447,405,2938109,2927115,4,merchant_api,22.48,dev_296222,2,2,0
2448,405,500635,3179541,6,bank_app,10.45,dev_427904,3,2,0
2449,405,3137794,838063,5,wallet,68.86,dev_279974,3,3,0
2450,405,3177134,1428613,10,wallet,26.0,dev_634878,0,2,0
2451,405,1853166,1971747,1,bank_app,250.79,dev_241987,0,0,0
2452,405,1089563,3049752,5,wallet,17.66,dev_984429,0,0,0
2453,405,1338687,2863027,4,merchant_api,199.46,dev_751612,3,2,0
2454,405,3178354,1501162,10,wallet,21.3,dev_288402,2,2,0
2455,405,2800997,2755878,5,wallet,81.65,dev_293275,0,0,0
2456,405,2459964,933293,4,merchant_api,155.56,dev_756645,2,0,0
2457,405,92698,2703143,5,wallet,9.77,dev_295026,0,0,0
2458,406,3175922,990613,1,qr_pay,17.18,dev_236865,3,0,0
2459,406,2506256,3181508,3,merchant_api,12.31,dev_007736,0,2,0
2460,406,3035195,3181307,9,wallet,11.17,dev_750646,2,2,0
2461,406,597261,3181878,10,bank_app,44.72,dev_704534,0,2,0
2462,406,3181026,1048844,5,bank_app,20.55,dev_826124,3,0,0
2463,406,570928,1352040,5,bank_app,25.72,dev_254386,0,0,0
2464,406,1497164,2946945,6,qr_pay,43.84,dev_432705,3,0,0
2465,406,852126,1961479,1,qr_pay,4.99,dev_111597,2,0,0
2466,406,2338100,2221287,4,wallet,107.56,dev_065758,0,2,0
2467,406,1874585,2197417,6,qr_pay,19.41,dev_577948,2,2,0
2468,406,2058801,3181414,6,qr_pay,42.91,dev_472259,0,2,0
2469,407,2262847,802131,3,wallet,54.52,dev_762767,2,0,0
2470,407,2097632,2403687,1,web,91.26,dev_287853,0,0,0
2471,407,670408,1617141,5,qr_pay,22.32,dev_949204,0,0,0
2472,407,3019635,667167,5,qr_pay,3.63,dev_747672,0,0,0
2473,407,2954135,208740,5,qr_pay,25.83,dev_033362,0,3,0
2474,407,3183521,120966,5,qr_pay,29.39,dev_548460,2,3,0
2475,407,2368305,377845,6,web,10.48,dev_822632,0,3,0
2476,407,2285779,1964933,5,qr_pay,28.02,dev_434846,0,2,0
2477,407,3183122,694534,4,bank_app,24.41,dev_063149,0,0,0
2478,407,1770109,2797621,5,qr_pay,7.33,dev_242361,0,0,0
2479,407,1827259,3030632,5,qr_pay,44.9,dev_801004,0,3,0
2480,407,3127148,3080553,5,qr_pay,14.77,dev_436865,2,2,0
2481,407,3182379,1266229,5,qr_pay,17.02,dev_845042,3,3,0
2482,407,734508,1723010,5,qr_pay,16.18,dev_205502,0,2,0
2483,407,1606521,2061782,4,bank_app,102.71,dev_806371,3,2,0
2484,407,2344178,1787114,1,web,25.61,dev_393146,0,2,0
2485,407,1935747,310577,5,qr_pay,26.34,dev_617683,3,3,0
2486,408,3165520,2273824,4,qr_pay,22.72,dev_499655,0,2,0
2487,408,80394,647583,5,web,37.21,dev_174515,0,3,0
2488,408,219910,3067892,5,web,82.63,dev_638880,0,2,0
2489,408,2089643,2041711,5,web,43.95,dev_683667,0,3,0
2490,408,1186830,1751615,5,web,45.52,dev_650361,0,3,0
2491,408,2351840,3184009,4,qr_pay,58.3,dev_654616,0,2,0
2492,408,170901,239789,5,web,7.08,dev_581203,3,0,0
2493,408,538954,29302,1,merchant_api,12.08,dev_005328,3,2,0
2494,408,427358,238500,1,merchant_api,22.1,dev_046910,3,0,0
2495,408,1345307,1151369,4,qr_pay,17.58,dev_534179,0,0,0
2496,408,288722,1117977,4,qr_pay,12.96,dev_067900,3,3,0
2497,408,1216784,1068367,6,merchant_api,4.93,dev_340006,0,2,0
2498,408,2830761,1497403,5,web,7.3,dev_392393,3,0,0
2499,409,1352236,770858,6,wallet,21.1,dev_733114,0,2,0
2500,409,2131057,808892,5,merchant_api,23.05,dev_950225,2,0,0
2501,409,983416,1380341,5,merchant_api,12.02,dev_773282,0,3,0
2502,409,561966,594566,5,merchant_api,26.34,dev_882798,3,2,0
2503,409,1494104,1163011,4,web,22.86,dev_448629,0,3,0
2504,409,2752437,1226940,5,merchant_api,65.47,dev_620263,0,3,0
2505,409,2774382,1716736,4,web,29.21,dev_356790,0,0,0
2506,409,297374,1496618,10,merchant_api,45.91,dev_358628,0,2,0
2507,409,2324846,912523,5,merchant_api,29.46,dev_602414,0,0,0
2508,409,2132966,181801,6,wallet,7.52,dev_565105,0,0,0
2509,409,1355260,1498914,5,merchant_api,22.61,dev_400752,3,0,0
2510,409,3185544,2106781,4,web,11.11,dev_259635,2,2,0
2511,409,2399056,3106440,5,merchant_api,22.26,dev_868803,3,3,0
2512,409,400396,1585725,5,merchant_api,12.55,dev_736733,3,3,0
2513,409,2318443,2178891,6,wallet,37.48,dev_907065,0,2,0
2514,409,2313769,3187108,4,web,10.09,dev_922120,0,2,0
2515,409,2765266,2945160,3,qr_pay,31.6,dev_940349,0,2,0
2516,410,458734,1910513,5,wallet,41.07,dev_204521,0,0,0
2517,410,81075,189232,6,bank_app,60.15,dev_659397,0,3,0
2518,410,265700,159223,5,wallet,12.33,dev_867765,0,3,0
2519,410,220832,2363725,5,wallet,24.93,dev_811661,3,0,0
2520,410,1390592,1583957,5,wallet,28.95,dev_796164,0,0,0
2521,410,47022,3134406,5,wallet,98.73,dev_312214,2,2,0
2522,410,1154037,2422727,5,wallet,6.47,dev_927827,2,2,0
2523,410,3188244,3003830,6,bank_app,11.7,dev_678513,2,0,0
2524,410,1413684,1600812,5,wallet,306.13,dev_152454,3,3,0
2525,410,1259768,1115,6,bank_app,20.78,dev_135750,0,2,0
2526,410,363589,1052837,5,wallet,4.47,dev_824937,0,3,0
2527,410,442564,1410105,5,wallet,14.52,dev_974904,0,0,0
2528,410,858060,743038,5,wallet,2.03,dev_905135,0,2,0
2529,410,3101170,568390,5,wallet,30.47,dev_997704,0,3,0
2530,410,1601269,2230987,5,wallet,50.85,dev_664291,3,2,0
2531,410,1573731,1283973,6,bank_app,11.7,dev_248579,3,2,0
2532,410,370730,3172289,5,wallet,16.06,dev_519203,0,2,0
2533,410,2003482,2025186,4,merchant_api,77.58,dev_744331,0,0,0
2534,410,3188031,2453307,4,merchant_api,6.99,dev_743490,2,2,0
2535,411,743157,2517006,4,wallet,10.28,dev_156237,3,2,0
2536,411,3189627,764728,1,qr_pay,21.64,dev_766414,2,0,0
2537,411,469388,868642,4,wallet,17.17,dev_473967,0,3,0
2538,411,3123790,3189577,10,bank_app,18.83,dev_414008,2,3,0
2539,411,2430259,864683,5,bank_app,7.87,dev_502800,0,3,0
2540,411,3190044,814204,5,bank_app,29.75,dev_611925,2,2,0
2541,411,2125424,2136153,4,wallet,29.54,dev_513887,0,3,0
2542,411,498696,719283,5,bank_app,40.22,dev_361512,3,0,0
2543,411,2756567,361439,5,bank_app,29.38,dev_723119,3,2,0
2544,411,1995247,2283175,4,wallet,40.69,dev_439805,0,2,0
2545,411,1229015,3060998,5,bank_app,6.67,dev_920487,0,0,0
2546,411,513144,424435,4,wallet,52.63,dev_710835,3,3,0
2547,411,222148,2704635,4,wallet,25.08,dev_004728,0,0,0
2548,411,3189015,308430,5,bank_app,21.12,dev_505888,2,0,0
2549,412,3191412,2466623,1,web,68.27,dev_198378,2,2,0
2550,412,2210756,1521403,5,qr_pay,12.84,dev_298902,0,0,0
2551,412,2974699,3191941,10,qr_pay,82.77,dev_764744,0,2,0
2552,412,2094498,1315529,1,web,97.52,dev_610651,2,3,0
2553,412,2540550,2674729,4,bank_app,66.52,dev_379607,2,2,0
2554,412,3191445,214029,5,qr_pay,10.15,dev_487961,2,3,0
2555,412,3190000,473172,1,web,3.71,dev_422198,2,0,0
2556,412,898515,1486159,5,qr_pay,64.78,dev_045656,0,0,0
2557,412,3191512,2190009,4,bank_app,37.35,dev_357562,3,0,0
2558,412,3012311,3064177,5,qr_pay,12.55,dev_330598,0,3,0
2559,412,3191014,744584,4,bank_app,97.15,dev_700596,2,3,0
2560,412,317526,26374,5,qr_pay,11.3,dev_461531,0,0,0
2561,412,3190767,297387,5,qr_pay,16.75,dev_113927,3,3,0
2562,412,2539852,1105449,6,web,42.62,dev_843697,0,3,0
2563,412,680426,761373,1,web,9.75,dev_559236,3,0,0
2564,412,1747301,110529,4,bank_app,30.61,dev_864561,0,0,0
2565,413,3192950,374348,4,qr_pay,90.04,dev_636927,3,2,0
2566,413,3185440,1152794,5,web,29.67,dev_123126,2,3,0
2567,413,2555873,1411876,5,web,75.39,dev_869608,2,2,0
2568,413,749558,1868500,5,web,68.05,dev_964632,0,2,0
2569,413,3070066,1386172,5,web,24.7,dev_686709,3,3,0
2570,413,1424238,790120,5,web,2.99,dev_273850,0,0,0
2571,413,3190671,1106132,9,qr_pay,12.49,dev_062017,2,3,0
2572,413,3014370,1986388,4,qr_pay,67.15,dev_364717,2,0,0
2573,414,2453113,504074,4,web,8.37,dev_670086,0,3,0
2574,414,1970364,1908470,5,merchant_api,18.28,dev_513873,2,0,0
2575,414,1185546,145533,6,wallet,36.04,dev_203447,0,0,0
2576,414,3195129,598375,5,merchant_api,92.08,dev_979252,2,3,0
2577,414,542152,3167301,4,web,20.14,dev_859775,3,2,0
2578,414,1053408,1782852,6,wallet,14.89,dev_232176,0,0,0
2579,414,1816718,2126036,6,wallet,25.35,dev_849524,0,0,0
2580,414,3194854,366659,5,merchant_api,33.64,dev_913247,0,3,0
2581,414,3194076,470260,1,wallet,23.13,dev_451528,2,0,0
2582,414,3195100,2459757,6,wallet,68.33,dev_769704,3,0,0
2583,414,2240080,832029,5,merchant_api,11.95,dev_721854,3,2,0
2584,414,3194742,1092751,6,wallet,29.61,dev_376938,3,2,0
2585,414,196998,1621073,5,merchant_api,36.62,dev_542211,0,3,0
2586,414,2186363,1348646,5,merchant_api,17.11,dev_048868,0,3,0
2587,415,595835,493809,6,bank_app,56.58,dev_054143,0,3,0
2588,415,653574,618120,4,merchant_api,38.63,dev_360028,0,3,0
2589,415,1187397,1129740,5,wallet,49.9,dev_065352,0,3,0
2590,415,3196174,1004765,5,wallet,29.22,dev_556456,2,3,0
2591,415,66051,1692049,5,wallet,34.42,dev_790123,0,2,0
2592,415,2115991,2619293,5,wallet,13.89,dev_175391,2,2,0
2593,415,53207,3196312,10,wallet,13.91,dev_040060,3,3,0
2594,415,3195406,100973,11,bank_app,79.99,dev_870231,2,0,0
2595,416,2953905,538455,5,bank_app,43.47,dev_765605,2,0,0
2596,416,2759538,2843436,6,qr_pay,10.58,dev_087682,0,0,0
2597,416,3008833,3000796,4,wallet,39.76,dev_446059,0,3,0
2598,416,854080,407932,5,bank_app,2.9,dev_863848,3,3,0
2599,416,3198223,2567726,1,qr_pay,15.85,dev_210765,3,2,0
2600,416,3196013,360427,5,bank_app,58.26,dev_617010,3,0,0
2601,416,1847635,2319540,6,qr_pay,23.74,dev_468747,3,3,0
2602,416,374013,1661105,6,qr_pay,29.55,dev_198968,3,3,0
2603,416,2766580,2033203,4,wallet,2.24,dev_651870,3,3,0
2604,416,3062513,292826,5,bank_app,17.24,dev_770766,3,0,0
2605,416,2701666,727293,6,qr_pay,36.03,dev_744831,0,2,0
2606,416,1161987,711890,5,bank_app,37.29,dev_485423,3,0,0
2607,416,923682,2804067,4,wallet,80.33,dev_331272,2,0,0
2608,416,2683093,1679007,5,bank_app,20.3,dev_815679,0,2,0
2609,416,1505921,558068,5,bank_app,21.13,dev_937984,3,0,0
