event_id,timestamp,src_node,dst_node,edge_type,channel,amount,device_fingerprint,risk_score,risk_level,action,focus_node,src_node_score,dst_node_score,is_fraud_edge,explanation
0,1,2214697,2063663,9,wallet,20.76,dev_970140,0.6293653837345478,medium,step_up_verification,2214697,0.6293601937345478,0.0186328649983838,0,degree=1; dominant_edge_type=9; dominant_share=1.00; time_span=0
2244,387,521683,3137437,5,qr_pay,23.32,dev_850598,0.4243087757250369,medium,step_up_verification,3137437,0.011316416980233347,0.4243029457250369,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=8
2245,388,2355565,460002,6,merchant_api,42.3,dev_048844,0.7474391150974897,high,manual_review,460002,0.16946529088137519,0.7474285400974897,0,degree=2; dominant_edge_type=6; dominant_share=1.00; time_span=65
2246,388,3149059,418944,5,web,17.25,dev_031584,0.2329435515301926,low,pass,418944,0.20534810898618286,0.23293923903019262,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=448
2247,388,255895,3084107,3,bank_app,15.16,dev_809834,0.3786073054372713,medium,step_up_verification,3084107,0.005800107629545187,0.3786035154372713,0,degree=1; dominant_edge_type=3; dominant_share=1.00; time_span=0
2248,388,3150254,1348057,5,web,12.26,dev_309319,0.16898917248948475,low,pass,3150254,0.16898610748948475,0.004692100831784687,0,degree=4; dominant_edge_type=1; dominant_share=0.50; time_span=40
2249,388,172579,910486,5,web,15.11,dev_927173,0.2921549854374858,low,pass,910486,0.007643892371355471,0.2921512079374858,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=109
2250,388,1515102,2455513,5,web,24.95,dev_272648,0.5728355735621476,medium,step_up_verification,2455513,0.007372931322837064,0.5728293360621477,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2251,388,2485051,3149788,4,qr_pay,38.6,dev_911951,0.7018718905502911,high,manual_review,3149788,0.3885137208622998,0.7018622405502911,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=5
2252,388,1356833,921861,5,web,20.66,dev_049526,0.029305947336799688,low,pass,921861,0.00749758371456156,0.029300782336799686,0,degree=4; dominant_edge_type=5; dominant_share=1.00; time_span=199
2253,388,1672578,548525,5,web,16.76,dev_528065,0.0902127223966431,low,pass,548525,0.0057791685441587045,0.0902085323966431,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=191
2254,388,2056056,1115895,5,web,17.88,dev_357142,0.09672468121118018,low,pass,1115895,0.0022820057538652243,0.09672021121118017,0,degree=5; dominant_edge_type=5; dominant_share=0.80; time_span=665
2255,388,1862566,2253022,5,web,234.38,dev_713672,0.11249488663666517,low,pass,2253022,0.002921417811750787,0.11243629163666517,0,degree=6; dominant_edge_type=5; dominant_share=0.67; time_span=288
2256,388,2903799,1316882,4,qr_pay,16.88,dev_305384,0.8535915426439413,critical,freeze_and_manual_review,1316882,0.1596030314175197,0.8535873226439413,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2257,388,113843,376243,6,merchant_api,16.08,dev_942782,0.002718321991856378,low,pass,376243,0.0022936750513047484,0.002714301991856378,0,degree=3; dominant_edge_type=5; dominant_share=0.33; time_span=478
2258,388,2565169,3149419,6,merchant_api,515.16,dev_789835,0.1920397841277741,low,pass,3149419,0.060335184323797676,0.1919109941277741,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=0
2259,388,3149548,342893,5,web,35.83,dev_950199,0.42883625841410655,medium,step_up_verification,342893,0.10100306474821624,0.42882730091410654,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=0
2260,388,456121,2867548,5,web,7.09,dev_224368,0.4816888192779592,medium,step_up_verification,2867548,0.17709978063564139,0.4816870467779592,0,degree=3; dominant_edge_type=5; dominant_share=1.00; time_span=241
2261,388,1181851,3149469,4,qr_pay,72.13,dev_395172,0.02963222135708113,low,pass,3149469,0.027968197991585425,0.029614188857081128,0,degree=6; dominant_edge_type=4; dominant_share=0.83; time_span=2
2262,388,3149362,2979337,5,web,10.82,dev_559918,0.05179425485017826,low,pass,3149362,0.05179154985017826,0.014835416864168477,0,degree=6; dominant_edge_type=5; dominant_share=0.67; time_span=84
2263,389,3152108,2351344,6,wallet,60.23,dev_811747,0.3999118354727089,medium,step_up_verification,2351344,0.20348415511255327,0.3998967779727089,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=191
2264,389,2835800,2073804,6,wallet,21.98,dev_626466,0.021669763993620396,low,pass,2835800,0.021664268993620395,0.005175101294030135,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=9
2265,389,3004635,1810169,5,merchant_api,16.51,dev_922248,0.0724987987441191,low,pass,3004635,0.0724946712441191,0.030989971368686635,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=50
2266,389,1488347,766562,5,merchant_api,104.4,dev_734767,0.31028181468486843,low,pass,766562,0.11071230120884827,0.31025571468486846,0,degree=5; dominant_edge_type=5; dominant_share=0.60; time_span=482
2267,389,3052196,3117140,5,merchant_api,40.84,dev_074721,0.053138601270863915,low,pass,3052196,0.05312839127086392,0.04243026276295921,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=335
2268,389,3042096,3042342,5,merchant_api,58.89,dev_017239,0.1811729808099126,low,pass,3042342,0.025833324105024265,0.18115825830991258,0,degree=5; dominant_edge_type=5; dominant_share=0.60; time_span=286
2269,389,2711108,1941315,4,web,49.97,dev_891224,0.05847845785589345,low,pass,2711108,0.05846596535589345,0.014509724845679665,0,degree=4; dominant_edge_type=4; dominant_share=0.50; time_span=129
2270,389,1920527,2151693,4,web,22.65,dev_975051,0.04119000879461379,low,pass,1920527,0.04118434629461379,0.004295210695431949,0,degree=3; dominant_edge_type=1; dominant_share=0.33; time_span=140
2271,389,819491,303231,5,merchant_api,42.53,dev_854726,0.6625497702711088,high,manual_review,303231,0.21910935959735445,0.6625391377711088,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=54
2272,389,3151246,2414499,4,web,100.31,dev_366738,0.024156583875909632,low,pass,2414499,0.008949693930322324,0.02413150637590963,0,degree=5; dominant_edge_type=4; dominant_share=0.80; time_span=244
2273,389,1472074,852706,5,merchant_api,27.7,dev_855051,0.3116485026180411,low,pass,852706,0.003100377754293719,0.3116415776180411,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2274,389,3097626,2904156,5,merchant_api,124.15,dev_003990,0.10416497343940162,low,pass,3097626,0.10413393593940162,0.10276113338125409,0,degree=5; dominant_edge_type=4; dominant_share=0.60; time_span=235
2275,389,2531024,794755,3,qr_pay,67.05,dev_210915,0.7432744079183993,high,manual_review,794755,0.029225569903022268,0.7432576454183992,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=212
2276,389,2534788,1061383,5,merchant_api,29.69,dev_807976,0.012119106646916612,low,pass,2534788,0.012111684146916612,0.0028619506845109885,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=377
2277,390,3084458,1926013,5,wallet,30.76,dev_566379,0.23797085812269406,low,pass,3084458,0.23796316812269405,0.05717462823937732,0,degree=6; dominant_edge_type=5; dominant_share=0.83; time_span=163
2278,390,1006839,2018202,5,wallet,27.76,dev_086700,0.7580095482104636,high,manual_review,2018202,0.029647157855505535,0.7580026082104636,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=85
2279,390,184945,3044715,6,bank_app,8.62,dev_504161,0.06312107794881387,low,pass,3044715,0.002631205822602667,0.06311892294881387,0,degree=3; dominant_edge_type=6; dominant_share=1.00; time_span=66
2280,390,431260,2473064,6,bank_app,24.51,dev_126623,0.22821636374900373,low,pass,431260,0.22821023624900372,0.02389400036762215,0,degree=2; dominant_edge_type=6; dominant_share=1.00; time_span=0
2281,390,324766,1068154,4,merchant_api,41.23,dev_111358,0.32423616940556577,low,pass,1068154,0.07755632847529086,0.3242258619055658,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=176
2282,390,1766170,1892664,5,wallet,16.87,dev_463023,0.024919996030181465,low,pass,1892664,0.003751774181367946,0.024915778530181464,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2283,390,3153479,425900,5,wallet,33.25,dev_036652,0.23621341157941966,low,pass,3153479,0.23620509907941967,0.029900740230654796,0,degree=4; dominant_edge_type=5; dominant_share=1.00; time_span=64
2284,390,693044,1569601,5,wallet,25.01,dev_767613,0.5598847947416824,medium,step_up_verification,1569601,0.002139326451247826,0.5598785422416824,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2285,390,2550143,940046,3,web,62.57,dev_674826,0.67103593165731,high,manual_review,940046,0.04364024149141969,0.67102028915731,0,degree=1; dominant_edge_type=3; dominant_share=1.00; time_span=0
2286,391,3108807,279428,6,qr_pay,48.27,dev_984735,0.8183452447465008,high,manual_review,279428,0.2783614240727108,0.8183331772465008,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2287,391,1798348,400260,6,qr_pay,30.89,dev_065071,0.18333463712756287,low,pass,400260,0.06018316709188916,0.18332691462756287,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=180
2288,391,3155234,2629928,6,qr_pay,7.76,dev_220606,0.7480068555402165,high,manual_review,2629928,0.07067617711115698,0.7480049155402165,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2289,391,195946,2916175,6,qr_pay,133.17,dev_417774,0.06083475337892855,low,pass,195946,0.06080146087892855,0.006078156836580512,0,degree=4; dominant_edge_type=5; dominant_share=0.50; time_span=150
2290,391,3001395,1714314,5,bank_app,21.59,dev_686364,0.04765987510205751,low,pass,3001395,0.047654477602057516,0.020657281314630238,0,degree=5; dominant_edge_type=5; dominant_share=0.60; time_span=194
2291,391,1451745,1685452,4,wallet,31.41,dev_229064,0.019357329076230122,low,pass,1685452,0.007866634092033841,0.019349476576230124,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=642
2292,391,3092788,482590,4,wallet,24.82,dev_809070,0.27021852495022747,low,pass,3092788,0.2702123199502275,0.2668680659194581,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2293,391,1397588,3097395,4,wallet,21.77,dev_190013,0.021646813841152204,low,pass,3097395,0.017739101604072858,0.021641371341152203,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2294,391,1495456,2532431,5,bank_app,98.46,dev_990132,0.07397720196821543,low,pass,1495456,0.07395258696821543,0.010216661125130274,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=111
2295,391,947606,2068089,5,bank_app,85.41,dev_859940,0.6651963456476999,high,manual_review,2068089,0.00784262679308789,0.6651749931476999,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2296,391,2989965,1503737,4,wallet,50.4,dev_129516,0.027531426339488147,low,pass,2989965,0.027518826339488146,0.01178934254240251,0,degree=7; dominant_edge_type=4; dominant_share=0.43; time_span=518
2297,392,1375959,3156476,5,qr_pay,22.27,dev_489642,0.35051612952313604,medium,step_up_verification,3156476,0.09129353762208786,0.350510562023136,0,degree=3; dominant_edge_type=6; dominant_share=0.67; time_span=0
2298,392,782914,1046045,4,bank_app,58.98,dev_937394,0.007111989416144349,low,pass,1046045,0.00031873031136480864,0.007097244416144349,0,degree=5; dominant_edge_type=4; dominant_share=0.40; time_span=385
2299,392,1101188,186077,5,qr_pay,26.22,dev_448427,0.5733840447096221,medium,step_up_verification,186077,0.03145180815157398,0.5733774897096221,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2300,392,2872516,257941,3,wallet,26.28,dev_006500,0.3015155444997103,low,pass,257941,0.13491257514275043,0.3015089744997103,0,degree=3; dominant_edge_type=3; dominant_share=0.33; time_span=45
2301,393,3155898,1979019,5,web,33.26,dev_693179,0.15380131861582233,low,pass,3155898,0.15379300361582232,0.04604587888851774,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=319
2302,393,1803891,946270,4,qr_pay,22.71,dev_760678,0.5684309003389424,medium,step_up_verification,946270,0.00044669608073763463,0.5684252228389424,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2303,393,1075946,128854,5,web,30.79,dev_829721,0.4507242210974104,medium,step_up_verification,128854,0.15941479661083705,0.4507165235974104,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=150
2304,393,3111578,1558546,5,web,29.48,dev_466602,0.3455405016387872,low,pass,1558546,0.19301795801171212,0.3455331316387872,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=577
2305,393,912070,1736226,5,web,42.21,dev_759309,0.07262552906835401,low,pass,912070,0.07261497656835401,0.019939150256620877,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=15
2306,393,3157142,2429437,5,web,14.05,dev_921235,0.06979465889937658,low,pass,3157142,0.06979114639937659,0.03929381657694265,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2307,393,1468675,2906070,4,qr_pay,64.02,dev_825365,0.19648583823340984,low,pass,2906070,0.01075671200124417,0.19646983323340983,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=228
2308,393,3157836,1965278,6,merchant_api,11.76,dev_216517,0.615334189526914,medium,step_up_verification,1965278,0.029971326873194048,0.615331249526914,0,degree=3; dominant_edge_type=4; dominant_share=0.33; time_span=303
2309,393,3157982,2879703,5,web,14.65,dev_458281,0.004166815416344869,low,pass,3157982,0.004163152916344869,0.003554616444011333,0,degree=13; dominant_edge_type=5; dominant_share=0.46; time_span=219
2310,393,166773,1901167,6,merchant_api,16.51,dev_681674,0.2395132081256167,low,pass,166773,0.23950908062561668,0.06262108791618716,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2311,394,348141,3047136,5,merchant_api,9.35,dev_768063,0.13035340743701426,low,pass,3047136,0.008870808556580368,0.13035106993701426,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=68
2312,394,1359596,298056,5,merchant_api,61.2,dev_057495,0.7817608273001446,high,manual_review,298056,0.12340694416464487,0.7817455273001446,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2313,394,346028,567772,4,web,14.12,dev_124631,0.04725124034140718,low,pass,346028,0.04724771034140718,0.027665714346725302,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=138
2314,394,2786942,1141327,6,wallet,14.17,dev_457805,0.6637012857260897,high,manual_review,1141327,0.03839255841942238,0.6636977432260897,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2315,394,984959,270754,3,qr_pay,96.53,dev_993706,0.8147634216088796,high,manual_review,270754,0.0004143139879170818,0.8147392891088796,0,degree=4; dominant_edge_type=10; dominant_share=0.75; time_span=369
2316,394,1298594,1582567,6,wallet,15.9,dev_241273,0.02166429972352722,low,pass,1298594,0.02166032472352722,0.004500256367269471,0,degree=3; dominant_edge_type=6; dominant_share=0.67; time_span=0
2317,394,363914,3158540,10,merchant_api,20.71,dev_249213,0.17376861022299253,low,pass,3158540,0.0450696391174727,0.17376343272299252,0,degree=7; dominant_edge_type=10; dominant_share=0.57; time_span=5
2318,394,604361,3077662,5,merchant_api,9.87,dev_086868,0.07262051545161684,low,pass,3077662,8.417301648649207e-05,0.07261804795161683,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=52
2319,394,1301116,58435,4,web,71.5,dev_202746,0.7773170017598949,high,manual_review,58435,0.13059374914235244,0.777299126759895,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2320,394,884979,2353130,3,qr_pay,66.82,dev_616906,0.20685374800468978,low,pass,2353130,0.006291215752161581,0.20683704300468977,0,degree=4; dominant_edge_type=2; dominant_share=0.50; time_span=331
2321,394,3059744,2834498,4,web,65.7,dev_366266,0.5021924979629776,medium,step_up_verification,2834498,0.022727502855310788,0.5021760729629776,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=156
2322,394,1849055,1751746,6,wallet,43.11,dev_841976,0.01980656805884602,low,pass,1751746,0.00036668607677304785,0.01979579055884602,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2323,394,3158826,2212198,5,merchant_api,26.21,dev_793699,0.3281438320181956,low,pass,2212198,0.01316327983679604,0.3281372795181956,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=335
2324,394,3158418,950518,2,bank_app,17.96,dev_624705,0.8342396366512869,high,manual_review,950518,0.05823980161965332,0.8342351466512868,0,degree=1; dominant_edge_type=2; dominant_share=1.00; time_span=0
2325,395,3159656,1639539,6,bank_app,12.76,dev_151934,0.2729732926916873,low,pass,3159656,0.2729701026916873,0.04812354996860739,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2326,395,2905189,456700,5,wallet,78.33,dev_161003,0.012177403484081778,low,pass,456700,0.007608705550035211,0.012157820984081778,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=359
2327,395,1928202,291786,4,merchant_api,67.24,dev_236728,0.5315074183521613,medium,step_up_verification,291786,0.07414112894731116,0.5314906083521613,0,degree=2; dominant_edge_type=4; dominant_share=1.00; time_span=164
2328,395,2666826,1799127,4,merchant_api,18.1,dev_310872,0.01829312134312907,low,pass,1799127,0.0015618102962376894,0.01828859634312907,0,degree=7; dominant_edge_type=5; dominant_share=0.57; time_span=472
2329,395,3159746,2139593,5,wallet,25.43,dev_908046,0.47000062604466664,medium,step_up_verification,2139593,0.13394036483273605,0.46999426854466664,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2330,395,533056,621770,5,wallet,18.73,dev_511243,0.7527126394819603,high,manual_review,621770,0.14292142459732612,0.7527079569819604,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=135
2331,395,3160753,1646246,6,bank_app,9.63,dev_092539,0.7926504995042329,high,manual_review,1646246,0.07772066965067591,0.7926480920042329,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2332,395,626164,107251,5,wallet,28.79,dev_534914,0.04467817679810945,low,pass,626164,0.044670979298109446,0.00013283743394533202,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=373
2333,395,3160656,324592,5,wallet,16.88,dev_792520,0.3052296157008669,low,pass,324592,0.18392759727043664,0.3052253957008669,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=293
2334,396,3162277,63629,4,wallet,14.34,dev_179746,0.026663845979344732,low,pass,63629,0.014828131005396379,0.026660260979344732,0,degree=1; dominant_edge_type=4; dominant_share=1.00; time_span=0
2335,396,1061692,853162,1,qr_pay,7.02,dev_960448,0.015306829446952113,low,pass,1061692,0.015305074446952113,0.002313279858758569,0,degree=6; dominant_edge_type=10; dominant_share=0.50; time_span=182
2336,396,1552948,1466994,4,wallet,8.27,dev_087082,0.6843326802122566,high,manual_review,1466994,0.2663391255563181,0.6843306127122566,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=306
2337,396,1378107,1168008,4,wallet,24.18,dev_503861,0.20112783898074593,low,pass,1378107,0.20112179398074592,0.029862513350691244,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=299
2338,396,795684,3122938,5,bank_app,22.72,dev_970259,0.36046585560169514,medium,step_up_verification,3122938,0.03116053713154788,0.36046017560169513,0,degree=4; dominant_edge_type=1; dominant_share=0.25; time_span=25
2339,396,1535223,34318,5,bank_app,11.16,dev_690725,0.8000100286536089,high,manual_review,34318,0.08486422632030102,0.8000072386536089,1,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2340,396,2091063,1376870,6,qr_pay,47.74,dev_571988,0.011226037717282415,low,pass,2091063,0.011214102717282416,0.001824916452415886,0,degree=5; dominant_edge_type=5; dominant_share=0.40; time_span=217
2341,396,3123233,3106821,10,bank_app,23.13,dev_665813,0.2758157932575539,low,pass,3106821,0.011575865246927532,0.2758100107575539,0,degree=5; dominant_edge_type=1; dominant_share=0.40; time_span=211
2342,396,1733625,2924216,5,bank_app,41.23,dev_300717,0.16187876431338508,low,pass,2924216,0.12918459295624257,0.16186845681338508,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=138
2343,396,2626342,1583427,5,bank_app,20.81,dev_490959,0.033954388492887136,low,pass,1583427,0.012681764278484914,0.03394918599288713,0,degree=5; dominant_edge_type=5; dominant_share=0.80; time_span=579
2344,396,3161134,1665156,5,bank_app,12.08,dev_753831,0.3304029458231662,low,pass,3161134,0.3303999258231662,0.12142412257568411,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=0
2345,397,3162394,768269,10,qr_pay,27.19,dev_699234,0.6509324845571306,high,manual_review,768269,0.13310362592023173,0.6509256870571306,0,degree=2; dominant_edge_type=10; dominant_share=1.00; time_span=383
2346,397,1665270,2464360,6,web,8.53,dev_264236,0.08049602410823743,low,pass,1665270,0.08049389160823743,0.06068999564866376,0,degree=3; dominant_edge_type=5; dominant_share=0.33; time_span=399
2347,397,2564498,2035160,5,qr_pay,39.86,dev_537488,0.38651813230982285,medium,step_up_verification,2035160,0.07314901562127059,0.38650816730982285,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=259
2348,397,3076606,1202373,6,web,11.43,dev_463691,0.4679976055588851,medium,step_up_verification,1202373,0.039081289681511165,0.4679947480588851,0,degree=2; dominant_edge_type=6; dominant_share=1.00; time_span=39
2349,397,975569,1371102,5,qr_pay,56.06,dev_886863,0.05976659907614618,low,pass,1371102,0.009771991126115313,0.059752584076146184,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=108
2350,397,946363,724629,6,web,19.6,dev_723512,0.6212161815262486,medium,step_up_verification,724629,0.062360907047903535,0.6212112815262486,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=85
2351,397,3054467,3162967,5,qr_pay,63.83,dev_500606,0.184853118797979,low,pass,3054467,0.184837161297979,0.09855914524034654,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=67
2352,397,249334,3164375,1,web,9.68,dev_888097,0.5486033985550576,medium,step_up_verification,3164375,0.28212194176069816,0.5486009785550576,0,degree=1; dominant_edge_type=1; dominant_share=1.00; time_span=0
2353,397,1009840,3163686,4,bank_app,18.36,dev_840400,0.4504065045733055,medium,step_up_verification,3163686,0.002502524433639169,0.4504019145733055,0,degree=8; dominant_edge_type=4; dominant_share=0.38; time_span=113
2354,397,3162947,3029892,5,qr_pay,34.56,dev_094474,0.3664818748354015,medium,step_up_verification,3029892,0.0970825028573816,0.3664732348354015,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=81
2355,397,3163118,3121221,1,web,76.21,dev_245717,0.13264038788537133,low,pass,3163118,0.13262133538537133,0.09900671791951976,0,degree=2; dominant_edge_type=1; dominant_share=0.50; time_span=0
2356,397,517660,2307645,5,qr_pay,109.94,dev_209588,0.19747960497344522,low,pass,2307645,0.0018276743548258853,0.19745211997344522,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=245
2357,397,2745780,301096,6,web,27.58,dev_965952,0.5594455546876006,medium,step_up_verification,301096,0.0006438486980346642,0.5594386596876006,0,degree=3; dominant_edge_type=5; dominant_share=0.67; time_span=246
2358,398,1811132,2922512,3,bank_app,163.04,dev_540326,0.6726017358888636,high,manual_review,2922512,0.007925324388910523,0.6725609758888637,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=193
2359,398,2994296,3166763,5,web,18.9,dev_722362,0.17034347407748993,low,pass,3166763,0.04270919423873696,0.17033874907748991,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=0
2360,398,2239996,267232,5,web,65.95,dev_577869,0.7692241857690698,high,manual_review,267232,0.0012644407750696633,0.7692076982690698,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=55
2361,398,1280937,816016,4,qr_pay,14.47,dev_156200,0.1464966072364197,low,pass,1280937,0.1464929897364197,0.04575625352868754,0,degree=2; dominant_edge_type=4; dominant_share=0.50; time_span=0
2362,398,3165603,2715837,4,qr_pay,49.31,dev_508839,0.2196690059209671,low,pass,3165603,0.21965667842096712,0.02349451580519425,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=1
2363,398,746441,529083,4,qr_pay,4.11,dev_400254,0.16937039758591532,low,pass,529083,0.10621780419982894,0.16936937008591532,0,degree=4; dominant_edge_type=5; dominant_share=0.75; time_span=388
2364,399,2310094,1975688,5,merchant_api,8.94,dev_841945,0.02078897729705391,low,pass,2310094,0.02078674229705391,0.017817827060805366,0,degree=3; dominant_edge_type=4; dominant_share=0.67; time_span=0
2365,399,3142861,2587876,5,merchant_api,37.34,dev_247201,0.20405055374930395,low,pass,3142861,0.20404121874930395,0.019434793246851274,0,degree=5; dominant_edge_type=5; dominant_share=0.40; time_span=209
2366,399,1896676,2291291,3,qr_pay,9.57,dev_101578,0.0634677978268398,low,pass,2291291,0.007971766749569264,0.0634654053268398,0,degree=5; dominant_edge_type=10; dominant_share=0.80; time_span=636
2367,399,968302,1593392,6,wallet,39.03,dev_157616,0.11406959720721327,low,pass,1593392,0.08771941439277299,0.11405983970721327,0,degree=6; dominant_edge_type=4; dominant_share=0.50; time_span=367
2368,399,1150438,1114218,6,wallet,60.09,dev_312463,0.594904348463223,medium,step_up_verification,1114218,0.09458470546786579,0.5948893259632231,0,degree=3; dominant_edge_type=6; dominant_share=0.67; time_span=481
2369,399,2281253,552258,3,qr_pay,19.86,dev_534931,0.19930525485902353,low,pass,2281253,0.19930028985902354,0.03225770193262173,0,degree=2; dominant_edge_type=3; dominant_share=0.50; time_span=0
2370,399,2455396,960352,6,wallet,11.11,dev_136318,0.7305870355543281,high,manual_review,960352,0.13387790673360503,0.7305842580543281,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2371,399,3167635,23525,6,wallet,17.34,dev_951393,0.7440949920226613,high,manual_review,23525,0.04128907201591541,0.7440906570226613,0,degree=1; dominant_edge_type=6; dominant_share=1.00; time_span=0
2372,399,2739114,3001909,1,wallet,11.14,dev_114889,0.01898911566604168,low,pass,3001909,0.000435169366738603,0.01898633066604168,0,degree=3; dominant_edge_type=1; dominant_share=0.67; time_span=98
2373,399,325593,776527,4,web,30.84,dev_057497,0.005517356551589717,low,pass,776527,0.001118392452189516,0.005509646551589717,0,degree=4; dominant_edge_type=4; dominant_share=0.75; time_span=519
2374,399,1168927,877498,10,merchant_api,26.89,dev_765457,0.10622950859731187,low,pass,877498,0.007413553470963736,0.10622278609731187,0,degree=2; dominant_edge_type=10; dominant_share=1.00; time_span=110
2375,399,3168649,1041072,5,merchant_api,18.63,dev_078680,0.7916706176255588,high,manual_review,1041072,0.17352632501753693,0.7916659601255588,0,degree=1; dominant_edge_type=5; dominant_share=1.00; time_span=0
2376,399,3168444,2426666,2,bank_app,129.92,dev_934964,0.27294146961834337,low,pass,3168444,0.27290898961834337,0.050903061765261146,0,degree=2; dominant_edge_type=2; dominant_share=0.50; time_span=0
2377,400,231944,1617471,6,bank_app,13.91,dev_702741,0.7881348445125722,high,manual_review,1617471,0.018605156674313342,0.7881313670125722,0,degree=2; dominant_edge_type=5; dominant_share=0.50; time_span=52
2378,400,2299577,1168575,5,wallet,85.82,dev_974330,0.57413736215494,medium,step_up_verification,1168575,0.21136490651557163,0.5741159071549401,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=247
2379,400,2378607,1134076,10,wallet,9.61,dev_194798,0.6396648568573247,medium,step_up_verification,1134076,0.008423713878155721,0.6396624543573246,0,degree=1; dominant_edge_type=10; dominant_share=1.00; time_span=0
2380,400,2677186,452474,9,merchant_api,36.07,dev_067602,0.6806771862904842,high,manual_review,452474,0.16794701011305327,0.6806681687904842,0,degree=1; dominant_edge_type=9; dominant_share=1.00; time_span=0
2381,400,3170181,503956,5,wallet,71.15,dev_466310,0.7456021605018522,high,manual_review,503956,0.20325839991719574,0.7455843730018522,0,degree=2; dominant_edge_type=5; dominant_share=1.00; time_span=11
